Sample	Total Reads	Off-target Reads	Primer Only Reads	Primer Probe Reads	Off-target Proportion	Primer Only Proportion	Primer Probe Proportion
02_input_files/coclWHAm-9077-22_S391_L001_R1_001	99802	11567	40853	47382	0.12	0.41	0.47
02_input_files/coclWHAm-9079-22_S392_L001_R1_001	43905	5095	14713	24097	0.12	0.34	0.55
02_input_files/coclWHAm-9088-22_S393_L001_R1_001	35159	6082	14866	14211	0.17	0.42	0.40
02_input_files/coclWHAm-9166-22_S394_L001_R1_001	41112	7080	17511	16521	0.17	0.43	0.40
02_input_files/coclWHAm-9167-22_S395_L001_R1_001	39531	6019	14829	18683	0.15	0.38	0.47
02_input_files/coclWHAm-9168-22_S396_L001_R1_001	39291	6905	17222	15164	0.18	0.44	0.39
02_input_files/coclWHAm-9171-22_S397_L001_R1_001	41613	6865	17350	17398	0.16	0.42	0.42
02_input_files/coclWHAm-9174-22_S398_L001_R1_001	38001	6840	17242	13919	0.18	0.45	0.37
02_input_files/coclWHAm-9177-22_S399_L001_R1_001	37900	6462	15882	15556	0.17	0.42	0.41
02_input_files/coclWHAm-9180-22_S400_L001_R1_001	38728	6621	16448	15659	0.17	0.42	0.40
02_input_files/coclWHAm-9182-22_S401_L001_R1_001	36744	6262	15321	15161	0.17	0.42	0.41
02_input_files/coclWHAm-9231-22_S402_L001_R1_001	39032	6695	16071	16266	0.17	0.41	0.42
02_input_files/coclWHAm-9233-22_S403_L001_R1_001	47831	6892	18834	22105	0.14	0.39	0.46
02_input_files/coclWHAm-9234-22_S404_L001_R1_001	39205	4851	13523	20831	0.12	0.34	0.53
02_input_files/coclWHAm-9235-22_S405_L001_R1_001	39039	6195	15523	17321	0.16	0.40	0.44
02_input_files/coclWHAm-9236-22_S406_L001_R1_001	41874	7249	19040	15585	0.17	0.45	0.37
02_input_files/coclWHAm-9238-22_S407_L001_R1_001	39387	6738	17211	15438	0.17	0.44	0.39
02_input_files/coclWHAm-9242-22_S408_L001_R1_001	43786	8351	23110	12325	0.19	0.53	0.28
02_input_files/coclWHAm-9246-22_S409_L001_R1_001	48064	8346	22185	17533	0.17	0.46	0.36
02_input_files/coclWHAm-9317-22_S410_L001_R1_001	44206	7905	20524	15777	0.18	0.46	0.36
02_input_files/coclWHAm-9319-22_S411_L001_R1_001	44062	7592	19149	17321	0.17	0.43	0.39
02_input_files/coclWHAm-9326-22_S412_L001_R1_001	42193	7279	18811	16103	0.17	0.45	0.38
02_input_files/coclWHAm-9327-22_S413_L001_R1_001	32998	5477	14117	13404	0.17	0.43	0.41
02_input_files/coclWHAm-9328-22_S414_L001_R1_001	36428	6471	16011	13946	0.18	0.44	0.38
02_input_files/coclWHAm-9330-22_S415_L001_R1_001	42269	6927	18965	16377	0.16	0.45	0.39
02_input_files/coclWHAm-9334-22_S416_L001_R1_001	40345	5252	14756	20337	0.13	0.37	0.50
02_input_files/coclWHAm-9336-22_S417_L001_R1_001	43121	7167	18148	17806	0.17	0.42	0.41
02_input_files/coclWHAm-9337-22_S418_L001_R1_001	22034	3964	10229	7841	0.18	0.46	0.36
02_input_files/coclWHAm-9338-22_S419_L001_R1_001	42666	7967	20577	14122	0.19	0.48	0.33
02_input_files/coclWHAm-9340-22_S420_L001_R1_001	47906	9016	24030	14860	0.19	0.50	0.31
02_input_files/coclWHAm-9395-22_S421_L001_R1_001	39925	7383	19295	13247	0.18	0.48	0.33
02_input_files/coclWHAm-9401-22_S422_L001_R1_001	42942	7546	20469	14927	0.18	0.48	0.35
02_input_files/coclWHAm-9410-22_S423_L001_R1_001	36860	7671	19685	9504	0.21	0.53	0.26
02_input_files/coclWHAm-9415-22_S424_L001_R1_001	45150	8495	21776	14879	0.19	0.48	0.33
